Latitude (decimal degrees):	50.763
Longitude (decimal degrees):	6.074
Elevation (m):	190
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	20.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201020:0710,2643.8,170.27,8.72,10.52,6.34,0.0
20201020:0810,447.8,40.43,16.52,11.79,6.21,0.0
20201020:0910,1156.4,84.46,22.85,12.86,5.59,0.0
20201020:1010,1199.2,87.16,27.15,13.32,5.86,0.0
20201020:1110,869.0,67.39,28.94,13.84,5.93,0.0
20201020:1210,922.2,70.98,27.97,14.95,5.38,0.0
20201020:1310,747.6,60.2,24.38,15.1,5.59,0.0
20201020:1410,794.0,62.9,18.61,14.32,5.72,0.0
20201020:1510,484.8,43.13,11.2,13.44,5.1,0.0
20201020:1610,0.0,3.32,2.67,13.14,4.97,0.0
20201020:1710,0.0,0.0,0.0,12.76,5.1,0.0
20201020:1810,0.0,0.0,0.0,12.52,5.1,0.0
20201020:1910,0.0,0.0,0.0,12.76,4.69,0.0
20201020:2010,0.0,0.0,0.0,12.48,4.69,0.0
20201020:2110,0.0,0.0,0.0,12.24,4.76,0.0
20201020:2210,0.0,0.0,0.0,12.13,4.76,0.0
20201020:2310,0.0,0.0,0.0,12.15,4.76,0.0
20201021:0010,0.0,0.0,0.0,12.17,4.9,0.0
20201021:0110,0.0,0.0,0.0,12.04,5.17,0.0
20201021:0210,0.0,0.0,0.0,11.77,5.24,0.0
20201021:0310,0.0,0.0,0.0,11.41,5.45,0.0
20201021:0410,0.0,0.0,0.0,11.11,6.07,0.0
20201021:0510,0.0,0.0,0.0,10.86,6.62,0.0
20201021:0610,0.0,0.0,0.0,10.86,6.69,0.0
20201021:0710,646.4,53.22,8.45,11.71,6.9,0.0
20201021:0810,745.4,59.3,16.22,12.02,7.59,0.0
20201021:0910,786.6,62.0,22.53,12.69,8.28,0.0
20201021:1010,3930.0,243.2,26.81,14.4,8.55,0.0
20201021:1110,7186.2,431.28,28.58,16.67,8.69,0.0
20201021:1210,12702.8,768.45,27.61,18.25,7.45,0.0
20201021:1310,11190.4,671.97,24.03,18.82,9.1,0.0
20201021:1410,3724.2,235.45,18.27,18.92,9.17,0.0
20201021:1510,4666.8,294.94,10.88,18.37,8.69,0.0
20201021:1610,6.6,6.64,2.37,17.53,8.14,0.0
20201021:1710,0.0,0.0,0.0,16.78,7.79,0.0
20201021:1810,0.0,0.0,0.0,16.34,7.66,0.0
20201021:1910,0.0,0.0,0.0,16.74,7.38,0.0
20201021:2010,0.0,0.0,0.0,16.27,7.03,0.0
20201021:2110,0.0,0.0,0.0,16.0,6.62,0.0
20201021:2210,0.0,0.0,0.0,15.84,6.0,0.0
20201021:2310,0.0,0.0,0.0,15.34,5.52,0.0
20201022:0010,0.0,0.0,0.0,14.95,5.17,0.0
20201022:0110,0.0,0.0,0.0,14.58,4.97,0.0
20201022:0210,0.0,0.0,0.0,14.12,4.76,0.0
20201022:0310,0.0,0.0,0.0,13.75,4.55,0.0
20201022:0410,0.0,0.0,0.0,13.41,4.41,0.0
20201022:0510,0.0,0.0,0.0,13.34,4.41,0.0
20201022:0610,0.0,0.0,0.0,13.26,3.86,0.0
20201022:0710,3521.8,224.53,8.17,13.94,4.76,0.0
20201022:0810,6079.0,367.11,15.93,14.61,4.41,0.0
20201022:0910,8273.0,496.68,22.21,15.38,4.55,0.0
20201022:1010,6758.0,408.93,26.47,16.2,5.1,0.0
20201022:1110,7414.8,449.54,28.23,17.05,5.1,0.0
20201022:1210,3175.8,204.62,27.26,17.55,4.97,0.0
20201022:1310,3849.4,242.91,23.69,17.68,5.03,0.0
20201022:1410,5841.4,358.74,17.94,17.45,4.07,0.0
20201022:1510,3550.8,229.05,10.56,16.9,4.07,0.0
20201022:1610,0.0,0.0,0.0,14.64,4.14,0.0
20201022:1710,0.0,0.0,0.0,13.86,3.79,0.0
20201022:1810,0.0,0.0,0.0,13.67,3.52,0.0
20201022:1910,0.0,0.0,0.0,13.84,3.86,0.0
20201022:2010,0.0,0.0,0.0,13.44,3.45,0.0
20201022:2110,0.0,0.0,0.0,13.24,3.24,0.0
20201022:2210,0.0,0.0,0.0,12.98,2.83,0.0
20201022:2310,0.0,0.0,0.0,12.77,2.69,0.0
20201023:0010,0.0,0.0,0.0,12.64,2.55,0.0
20201023:0110,0.0,0.0,0.0,12.23,2.34,0.0
20201023:0210,0.0,0.0,0.0,12.04,2.21,0.0
20201023:0310,0.0,0.0,0.0,12.06,2.21,0.0
20201023:0410,0.0,0.0,0.0,12.01,2.14,0.0
20201023:0510,0.0,0.0,0.0,12.11,1.93,0.0
20201023:0610,0.0,0.0,0.0,12.14,2.0,0.0
20201023:0710,223.0,25.16,7.9,12.55,2.48,0.0
20201023:0810,485.6,43.13,15.63,12.92,2.69,0.0
20201023:0910,2532.6,164.5,21.89,13.19,2.76,0.0
20201023:1010,6117.2,370.01,26.13,13.45,2.9,0.0
20201023:1110,376.0,35.94,27.87,13.49,3.24,0.0
20201023:1210,457.0,41.33,26.9,13.46,3.38,0.0
20201023:1310,868.6,67.39,23.34,13.58,3.24,0.0
20201023:1410,6160.6,372.79,17.61,13.91,3.17,0.0
20201023:1510,1599.6,111.61,10.25,13.63,3.52,0.0
20201023:1610,0.0,0.0,0.0,13.16,3.31,0.0
20201023:1710,0.0,0.0,0.0,12.5,3.24,0.0
20201023:1810,0.0,0.0,0.0,11.8,3.45,0.0
20201023:1910,0.0,0.0,0.0,12.27,3.66,0.0
20201023:2010,0.0,0.0,0.0,12.18,3.86,0.0
20201023:2110,0.0,0.0,0.0,12.11,4.21,0.0
20201023:2210,0.0,0.0,0.0,11.81,4.34,0.0
20201023:2310,0.0,0.0,0.0,11.55,4.28,0.0
20201024:0010,0.0,0.0,0.0,11.24,4.28,0.0
20201024:0110,0.0,0.0,0.0,11.06,4.34,0.0
20201024:0210,0.0,0.0,0.0,10.8,4.28,0.0
20201024:0310,0.0,0.0,0.0,10.59,4.07,0.0
20201024:0410,0.0,0.0,0.0,10.54,4.0,0.0
20201024:0510,0.0,0.0,0.0,10.55,4.21,0.0
20201024:0610,0.0,0.0,0.0,10.44,4.69,0.0
20201024:0710,1002.0,75.09,7.62,11.13,5.24,0.0
20201024:0810,4547.4,274.23,15.34,11.48,6.14,0.0
20201024:0910,982.0,73.68,21.57,11.92,7.1,0.0
20201024:1010,1434.4,100.63,25.79,12.44,7.38,0.0
20201024:1110,4455.8,271.2,27.52,12.77,7.45,0.0
20201024:1210,5734.2,343.05,26.55,13.1,7.31,0.0
20201024:1310,4269.2,261.08,23.0,13.61,7.59,0.0
20201024:1410,2898.6,184.31,17.29,13.76,7.24,0.0
20201024:1510,1577.6,110.11,9.94,13.64,6.34,0.0
20201024:1610,0.0,0.0,0.0,13.55,6.14,0.0
20201024:1710,0.0,0.0,0.0,13.59,6.28,0.0
20201024:1810,0.0,0.0,0.0,13.71,6.41,0.0
20201024:1910,0.0,0.0,0.0,13.64,6.83,0.0
20201024:2010,0.0,0.0,0.0,13.4,7.1,0.0
20201024:2110,0.0,0.0,0.0,13.43,7.45,0.0
20201024:2210,0.0,0.0,0.0,13.44,7.59,0.0
20201024:2310,0.0,0.0,0.0,13.45,7.66,0.0
20201025:0010,0.0,0.0,0.0,13.27,7.66,0.0
20201025:0110,0.0,0.0,0.0,13.18,7.52,0.0
20201025:0210,0.0,0.0,0.0,13.1,7.24,0.0
20201025:0310,0.0,0.0,0.0,13.12,7.1,0.0
20201025:0410,0.0,0.0,0.0,13.02,6.9,0.0
20201025:0510,0.0,0.0,0.0,12.93,6.83,0.0
20201025:0610,0.0,0.0,0.0,12.64,6.76,0.0
20201025:0710,162.6,20.67,7.35,13.03,6.21,0.0
20201025:0810,725.8,58.4,15.04,13.22,6.0,0.0
20201025:0910,2910.8,185.36,21.25,13.49,5.1,0.0
20201025:1010,1441.8,101.53,25.45,13.37,5.93,0.0
20201025:1110,2322.4,151.9,27.18,12.73,6.69,0.0
20201025:1210,1190.0,86.26,26.21,12.28,5.72,0.0
20201025:1310,743.6,59.3,22.67,12.17,4.41,0.0
20201025:1410,1098.2,80.76,16.97,12.11,4.0,0.0
20201025:1510,434.0,39.53,9.64,11.68,3.93,0.0
20201025:1610,0.0,0.0,0.0,11.54,3.86,0.0
20201025:1710,0.0,0.0,0.0,11.27,3.79,0.0
20201025:1810,0.0,0.0,0.0,10.94,3.72,0.0
20201025:1910,0.0,0.0,0.0,10.37,4.28,0.0
20201025:2010,0.0,0.0,0.0,10.19,4.14,0.0
20201025:2110,0.0,0.0,0.0,10.08,4.28,0.0
20201025:2210,0.0,0.0,0.0,9.91,4.21,0.0
20201025:2310,0.0,0.0,0.0,9.89,3.86,0.0
20201026:0010,0.0,0.0,0.0,9.49,3.72,0.0
20201026:0110,0.0,0.0,0.0,9.61,3.59,0.0
20201026:0210,0.0,0.0,0.0,9.64,4.34,0.0
20201026:0310,0.0,0.0,0.0,9.34,4.21,0.0
20201026:0410,0.0,0.0,0.0,9.0,4.0,0.0
20201026:0510,0.0,0.0,0.0,8.61,3.93,0.0
20201026:0610,0.0,0.0,0.0,8.17,4.14,0.0
20201026:0710,491.2,42.77,7.07,7.98,4.41,0.0
20201026:0810,3771.6,227.97,14.75,8.03,5.17,0.0
20201026:0910,4746.0,282.23,20.94,8.31,4.9,0.0
20201026:1010,13877.2,810.46,25.12,9.06,6.14,0.0
20201026:1110,2156.2,140.8,26.83,9.82,6.76,0.0
20201026:1210,4467.8,269.32,25.86,10.49,6.83,0.0
20201026:1310,942.4,70.98,22.33,10.74,6.34,0.0
20201026:1410,1016.6,75.47,16.65,10.7,4.69,0.0
20201026:1510,584.8,49.09,9.34,10.63,4.76,0.0
20201026:1610,0.0,0.0,0.0,10.09,4.55,0.0
20201026:1710,0.0,0.0,0.0,9.38,4.48,0.0
20201026:1810,0.0,0.0,0.0,8.96,4.62,0.0
20201026:1910,0.0,0.0,0.0,8.25,5.31,0.0
20201026:2010,0.0,0.0,0.0,8.35,5.38,0.0
20201026:2110,0.0,0.0,0.0,8.11,5.38,0.0
20201026:2210,0.0,0.0,0.0,7.97,5.45,0.0
20201026:2310,0.0,0.0,0.0,7.91,5.38,0.0
20201027:0010,0.0,0.0,0.0,7.75,5.1,0.0
20201027:0110,0.0,0.0,0.0,7.71,4.9,0.0
20201027:0210,0.0,0.0,0.0,7.71,4.69,0.0
20201027:0310,0.0,0.0,0.0,7.41,4.55,0.0
20201027:0410,0.0,0.0,0.0,7.43,4.41,0.0
20201027:0510,0.0,0.0,0.0,7.24,4.62,0.0
20201027:0610,0.0,0.0,0.0,7.44,4.69,0.0
20201027:0710,2590.6,165.85,6.8,7.56,4.9,0.0
20201027:0810,5434.4,319.74,14.46,7.94,4.9,0.0
20201027:0910,6644.6,385.81,20.63,8.46,6.76,0.0
20201027:1010,6670.6,388.64,24.79,8.95,6.9,0.0
20201027:1110,2788.0,175.66,26.49,9.38,6.76,0.0
20201027:1210,2605.4,165.93,25.52,10.09,7.1,0.0
20201027:1310,2420.2,155.4,22.01,10.16,6.9,0.0
20201027:1410,1897.2,125.72,16.34,9.95,6.21,0.0
20201027:1510,474.8,41.93,9.04,9.84,6.14,0.0
20201027:1610,0.0,0.0,0.0,9.63,6.41,0.0
20201027:1710,0.0,0.0,0.0,9.51,6.83,0.0
20201027:1810,0.0,0.0,0.0,9.67,7.52,0.0
20201027:1910,0.0,0.0,0.0,9.77,7.93,0.0
20201027:2010,0.0,0.0,0.0,10.18,8.34,0.0
20201027:2110,0.0,0.0,0.0,10.43,8.55,0.0
20201027:2210,0.0,0.0,0.0,10.43,8.21,0.0
20201027:2310,0.0,0.0,0.0,10.55,7.31,0.0
20201028:0010,0.0,0.0,0.0,10.77,6.28,0.0
20201028:0110,0.0,0.0,0.0,10.89,5.45,0.0
20201028:0210,0.0,0.0,0.0,10.68,4.76,0.0
20201028:0310,0.0,0.0,0.0,10.28,4.34,0.0
20201028:0410,0.0,0.0,0.0,10.01,4.14,0.0
20201028:0510,0.0,0.0,0.0,9.41,4.41,0.0
20201028:0610,0.0,0.0,0.0,9.5,4.9,0.0
20201028:0710,1366.6,96.38,6.53,9.4,4.55,0.0
20201028:0810,8404.8,492.03,14.17,9.82,4.76,0.0
20201028:0910,6559.6,385.59,20.32,10.24,5.31,0.0
20201028:1010,5022.6,300.61,24.46,10.89,6.0,0.0
20201028:1110,9120.2,534.17,26.16,11.62,6.55,0.0
20201028:1210,10098.8,591.42,25.19,12.04,6.97,0.0
20201028:1310,1313.2,93.45,21.68,12.28,7.66,0.0
20201028:1410,3170.8,198.22,16.03,12.04,6.48,0.0
20201028:1510,2143.0,142.35,8.75,11.71,6.69,0.0
20201028:1610,0.0,0.0,0.0,10.86,6.0,0.0
20201028:1710,0.0,0.0,0.0,10.42,6.07,0.0
20201028:1810,0.0,0.0,0.0,10.24,6.9,0.0
20201028:1910,0.0,0.0,0.0,10.11,6.97,0.0
20201028:2010,0.0,0.0,0.0,9.9,7.24,0.0
20201028:2110,0.0,0.0,0.0,9.73,7.1,0.0
20201028:2210,0.0,0.0,0.0,9.84,7.24,0.0
20201028:2310,0.0,0.0,0.0,9.63,7.17,0.0
20201029:0010,0.0,0.0,0.0,9.1,6.9,0.0
20201029:0110,0.0,0.0,0.0,8.56,6.97,0.0
20201029:0210,0.0,0.0,0.0,8.12,6.41,0.0
20201029:0310,0.0,0.0,0.0,7.96,6.48,0.0
20201029:0410,0.0,0.0,0.0,7.88,6.69,0.0
20201029:0510,0.0,0.0,0.0,7.63,6.55,0.0
20201029:0610,0.0,0.0,0.0,7.43,6.07,0.0
20201029:0710,132.6,17.97,6.26,7.32,4.97,0.0
20201029:0810,1182.8,84.17,13.88,7.9,4.76,0.0
20201029:0910,1118.4,80.87,20.01,8.74,5.17,0.0
20201029:1010,1968.2,130.03,24.14,9.52,5.17,0.0
20201029:1110,1728.4,116.81,25.82,10.18,5.24,0.0
20201029:1210,1461.4,101.53,24.86,10.56,5.52,0.0
20201029:1310,1473.8,102.27,21.36,10.77,5.31,0.0
20201029:1410,735.2,58.4,15.73,10.53,4.41,0.0
20201029:1510,490.8,43.07,8.47,10.4,4.62,0.0
20201029:1610,0.0,0.0,0.0,9.94,4.48,0.0
20201029:1710,0.0,0.0,0.0,9.86,4.69,0.0
20201029:1810,0.0,0.0,0.0,9.97,5.31,0.0
20201029:1910,0.0,0.0,0.0,9.99,5.66,0.0
20201029:2010,0.0,0.0,0.0,10.3,6.0,0.0
20201029:2110,0.0,0.0,0.0,10.68,6.14,0.0
20201029:2210,0.0,0.0,0.0,11.1,6.14,0.0
20201029:2310,0.0,0.0,0.0,11.42,6.21,0.0
20201030:0010,0.0,0.0,0.0,11.6,6.21,0.0
20201030:0110,0.0,0.0,0.0,11.77,6.21,0.0
20201030:0210,0.0,0.0,0.0,11.82,6.28,0.0
20201030:0310,0.0,0.0,0.0,11.79,6.21,0.0
20201030:0410,0.0,0.0,0.0,11.71,6.14,0.0
20201030:0510,0.0,0.0,0.0,11.64,6.14,0.0
20201030:0610,0.0,0.0,0.0,11.55,6.21,0.0
20201030:0710,85.4,14.38,5.99,11.98,6.34,0.0
20201030:0810,759.2,60.2,13.59,12.13,6.34,0.0
20201030:0910,1390.6,98.0,19.7,12.37,6.48,0.0
20201030:1010,4475.0,271.86,23.81,12.64,6.48,0.0
20201030:1110,3448.8,215.23,25.49,12.99,6.55,0.0
20201030:1210,4278.2,261.7,24.53,13.48,7.17,0.0
20201030:1310,3025.2,191.68,21.05,13.6,5.93,0.0
20201030:1410,2498.8,161.74,15.43,13.68,6.07,0.0
20201030:1510,1176.4,86.43,8.19,13.56,5.52,0.0
20201030:1610,0.0,0.0,0.0,13.3,5.1,0.0
20201030:1710,0.0,0.0,0.0,13.14,4.9,0.0
20201030:1810,0.0,0.0,0.0,12.99,4.76,0.0
20201030:1910,0.0,0.0,0.0,12.47,4.97,0.0
20201030:2010,0.0,0.0,0.0,12.44,4.83,0.0
20201030:2110,0.0,0.0,0.0,12.38,4.62,0.0
20201030:2210,0.0,0.0,0.0,12.18,4.34,0.0
20201030:2310,0.0,0.0,0.0,12.16,4.07,0.0
20201031:0010,0.0,0.0,0.0,12.04,3.66,0.0
20201031:0110,0.0,0.0,0.0,12.04,3.31,0.0
20201031:0210,0.0,0.0,0.0,11.77,2.97,0.0
20201031:0310,0.0,0.0,0.0,11.38,2.83,0.0
20201031:0410,0.0,0.0,0.0,11.22,2.83,0.0
20201031:0510,0.0,0.0,0.0,10.86,2.9,0.0
20201031:0610,0.0,0.0,0.0,10.34,3.03,0.0
20201031:0710,1531.4,106.68,5.72,10.0,3.03,0.0
20201031:0810,5710.6,341.47,13.3,10.77,3.03,0.0
20201031:0910,11024.2,657.2,19.4,12.22,3.72,0.0
20201031:1010,13399.2,807.16,23.49,13.43,4.48,0.0
20201031:1110,13965.6,846.43,25.16,14.3,4.69,0.0
20201031:1210,13319.4,807.32,24.21,15.0,4.69,0.0
20201031:1310,11210.8,676.07,20.73,15.61,4.62,0.0
20201031:1410,2299.0,151.91,15.14,15.67,4.76,0.0
20201031:1510,809.0,64.35,7.91,15.17,5.24,0.0
20201031:1610,0.0,0.0,0.0,14.29,5.52,0.0
20201031:1710,0.0,0.0,0.0,13.89,5.66,0.0
20201031:1810,0.0,0.0,0.0,13.69,5.72,0.0
20201031:1910,0.0,0.0,0.0,14.17,6.28,0.0
20201031:2010,0.0,0.0,0.0,14.35,6.34,0.0
20201031:2110,0.0,0.0,0.0,14.47,6.07,0.0
20201031:2210,0.0,0.0,0.0,14.31,5.24,0.0
20201031:2310,0.0,0.0,0.0,13.88,4.48,0.0
20201101:0010,0.0,0.0,0.0,13.45,3.72,0.0
20201101:0110,0.0,0.0,0.0,12.85,2.76,0.0
20201101:0210,0.0,0.0,0.0,12.45,2.0,0.0
20201101:0310,0.0,0.0,0.0,12.05,1.72,0.0
20201101:0410,0.0,0.0,0.0,11.97,1.72,0.0
20201101:0510,0.0,0.0,0.0,11.7,2.0,0.0
20201101:0610,0.0,0.0,0.0,11.42,2.62,0.0
20201101:0710,258.0,27.68,5.45,11.9,5.03,0.0
20201101:0810,3385.2,210.21,13.02,12.32,5.45,0.0
20201101:0910,1184.2,86.26,19.09,13.28,5.86,0.0
20201101:1010,2119.2,141.03,23.18,14.17,6.28,0.0
20201101:1110,4393.0,269.76,24.84,14.85,6.97,0.0
20201101:1210,1521.8,106.92,23.89,15.15,7.24,0.0
20201101:1310,3782.2,235.13,20.43,15.34,7.66,0.0
20201101:1410,5115.0,310.71,14.85,15.44,7.52,0.0
20201101:1510,3660.4,234.36,7.64,15.48,6.97,0.0
20201101:1610,0.0,0.0,0.0,15.52,6.62,0.0
20201101:1710,0.0,0.0,0.0,15.61,6.41,0.0
20201101:1810,0.0,0.0,0.0,15.64,6.28,0.0
20201101:1910,0.0,0.0,0.0,15.57,6.48,0.0
20201101:2010,0.0,0.0,0.0,15.72,6.55,0.0
20201101:2110,0.0,0.0,0.0,15.89,6.9,0.0
20201101:2210,0.0,0.0,0.0,15.87,7.17,0.0
20201101:2310,0.0,0.0,0.0,15.81,7.38,0.0
20201102:0010,0.0,0.0,0.0,15.7,7.52,0.0
20201102:0110,0.0,0.0,0.0,15.9,7.72,0.0
20201102:0210,0.0,0.0,0.0,16.09,7.72,0.0
20201102:0310,0.0,0.0,0.0,16.14,7.59,0.0
20201102:0410,0.0,0.0,0.0,16.09,7.59,0.0
20201102:0510,0.0,0.0,0.0,15.87,7.79,0.0
20201102:0610,0.0,0.0,0.0,15.46,7.79,0.0
20201102:0710,114.8,17.07,5.18,16.29,8.41,0.0
20201102:0810,4452.4,273.33,12.74,16.21,8.55,0.0
20201102:0910,7293.0,434.96,18.79,16.4,8.69,0.0
20201102:1010,7093.2,425.6,22.86,16.86,7.93,0.0
20201102:1110,7345.4,441.21,24.52,17.1,7.72,0.0
20201102:1210,5641.4,343.6,23.57,17.48,7.72,0.0
20201102:1310,1908.8,130.55,20.13,17.7,7.79,0.0
20201102:1410,265.6,28.75,14.56,17.93,8.0,0.0
20201102:1510,1485.0,106.77,7.37,17.59,7.24,0.0
20201102:1610,0.0,0.0,0.0,17.0,6.97,0.0
20201102:1710,0.0,0.0,0.0,15.6,6.28,0.0
20201102:1810,0.0,0.0,0.0,13.25,5.66,0.0
20201102:1910,0.0,0.0,0.0,11.25,5.03,0.0
20201102:2010,0.0,0.0,0.0,10.78,4.97,0.0
20201102:2110,0.0,0.0,0.0,10.59,5.17,0.0
20201102:2210,0.0,0.0,0.0,9.96,5.03,0.0
20201102:2310,0.0,0.0,0.0,9.53,4.9,0.0
20201103:0010,0.0,0.0,0.0,9.02,4.83,0.0
20201103:0110,0.0,0.0,0.0,8.55,4.76,0.0
20201103:0210,0.0,0.0,0.0,8.22,4.55,0.0
20201103:0310,0.0,0.0,0.0,8.05,4.28,0.0
20201103:0410,0.0,0.0,0.0,7.76,3.86,0.0
20201103:0510,0.0,0.0,0.0,7.51,3.45,0.0
20201103:0610,0.0,0.0,0.0,6.83,3.03,0.0
20201103:0710,1414.4,98.58,4.92,6.53,3.24,0.0
20201103:0810,5933.4,348.56,12.45,7.38,3.24,0.0
20201103:0910,7188.2,420.26,18.5,8.65,3.79,0.0
20201103:1010,9719.0,569.05,22.55,9.76,4.34,0.0
20201103:1110,5679.0,337.75,24.21,10.73,5.03,0.0
20201103:1210,10351.6,607.72,23.26,11.36,5.52,0.0
20201103:1310,11112.4,652.31,19.83,11.53,5.79,0.0
20201103:1410,660.6,53.91,14.28,11.31,6.48,0.0
20201103:1510,1954.2,131.12,7.11,10.4,6.28,0.0
20201103:1610,0.0,0.0,0.0,9.42,5.31,0.0
20201103:1710,0.0,0.0,0.0,8.54,4.76,0.0
20201103:1810,0.0,0.0,0.0,7.82,4.48,0.0
20201103:1910,0.0,0.0,0.0,7.14,4.69,0.0
20201103:2010,0.0,0.0,0.0,6.75,4.69,0.0
20201103:2110,0.0,0.0,0.0,6.37,4.62,0.0
20201103:2210,0.0,0.0,0.0,6.02,4.34,0.0
20201103:2310,0.0,0.0,0.0,5.41,4.0,0.0
20201104:0010,0.0,0.0,0.0,5.18,3.72,0.0
20201104:0110,0.0,0.0,0.0,4.77,3.31,0.0
20201104:0210,0.0,0.0,0.0,4.33,2.97,0.0
20201104:0310,0.0,0.0,0.0,4.02,2.76,0.0
20201104:0410,0.0,0.0,0.0,3.65,2.62,0.0
20201104:0510,0.0,0.0,0.0,3.42,2.41,0.0
20201104:0610,0.0,0.0,0.0,3.35,2.28,0.0
20201104:0710,1626.6,109.65,4.65,3.05,2.21,0.0
20201104:0810,7377.2,428.03,12.18,4.13,1.79,0.0
20201104:0910,11338.2,668.03,18.2,5.95,1.79,0.0
20201104:1010,13091.8,788.11,22.25,7.31,1.59,0.0
20201104:1110,13471.8,817.16,23.89,8.3,1.66,0.0
20201104:1210,10343.4,616.05,22.95,8.8,1.79,0.0
20201104:1310,8128.8,482.25,19.54,8.84,1.52,0.0
20201104:1410,6734.2,401.75,14.01,8.84,1.24,0.0
20201104:1510,2598.8,168.56,6.85,8.52,1.31,0.0
20201104:1610,0.0,0.0,0.0,7.61,1.38,0.0
20201104:1710,0.0,0.0,0.0,5.97,1.24,0.0
20201104:1810,0.0,0.0,0.0,6.32,0.76,0.0
20201104:1910,0.0,0.0,0.0,4.89,1.17,0.0
20201104:2010,0.0,0.0,0.0,5.84,0.76,0.0
20201104:2110,0.0,0.0,0.0,5.96,0.28,0.0
20201104:2210,0.0,0.0,0.0,5.77,0.62,0.0
20201104:2310,0.0,0.0,0.0,5.54,0.48,0.0
20201105:0010,0.0,0.0,0.0,5.22,0.41,0.0
20201105:0110,0.0,0.0,0.0,5.13,0.34,0.0
20201105:0210,0.0,0.0,0.0,4.9,0.28,0.0
20201105:0310,0.0,0.0,0.0,4.61,0.69,0.0
20201105:0410,0.0,0.0,0.0,3.31,1.1,0.0
20201105:0510,0.0,0.0,0.0,1.94,1.38,0.0
20201105:0610,0.0,0.0,0.0,0.73,1.66,0.0
20201105:0710,1588.4,106.72,4.39,0.94,1.59,0.0
20201105:0810,7230.4,418.65,11.9,2.82,1.31,0.0
20201105:0910,11360.6,670.2,17.91,4.09,1.03,0.0
20201105:1010,13208.4,797.63,21.94,5.38,0.9,0.0
20201105:1110,14032.8,862.26,23.59,6.56,0.76,0.0
20201105:1210,13208.8,807.75,22.65,7.42,0.83,0.0
20201105:1310,11665.8,704.08,19.25,7.86,0.97,0.0
20201105:1410,8010.0,476.61,13.74,7.85,1.03,0.0
20201105:1510,2941.2,188.02,6.6,7.52,0.9,0.0
20201105:1610,0.0,0.0,0.0,6.59,1.38,0.0
20201105:1710,0.0,0.0,0.0,5.02,1.93,0.0
20201105:1810,0.0,0.0,0.0,4.12,2.07,0.0
20201105:1910,0.0,0.0,0.0,3.8,2.07,0.0
20201105:2010,0.0,0.0,0.0,3.14,1.93,0.0
20201105:2110,0.0,0.0,0.0,2.48,2.0,0.0
20201105:2210,0.0,0.0,0.0,2.04,2.14,0.0
20201105:2310,0.0,0.0,0.0,1.94,2.21,0.0
20201106:0010,0.0,0.0,0.0,1.94,2.21,0.0
20201106:0110,0.0,0.0,0.0,1.78,2.07,0.0
20201106:0210,0.0,0.0,0.0,1.34,1.93,0.0
20201106:0310,0.0,0.0,0.0,0.89,1.86,0.0
20201106:0410,0.0,0.0,0.0,0.71,1.93,0.0
20201106:0510,0.0,0.0,0.0,0.98,2.14,0.0
20201106:0610,0.0,0.0,0.0,1.65,2.34,0.0
20201106:0710,830.8,63.04,4.13,2.15,2.41,0.0
20201106:0810,3973.2,236.12,11.62,3.72,2.28,0.0
20201106:0910,11537.4,678.22,17.62,6.43,2.34,0.0
20201106:1010,13701.0,816.15,21.64,8.14,3.03,0.0
20201106:1110,14232.4,854.4,23.28,9.36,3.24,0.0
20201106:1210,13758.8,825.62,22.35,10.19,3.38,0.0
20201106:1310,12092.4,719.91,18.97,10.43,3.38,0.0
20201106:1410,8443.6,499.68,13.47,10.16,3.24,0.0
20201106:1510,2861.4,183.5,6.35,9.05,3.38,0.0
20201106:1610,0.0,0.0,0.0,7.46,3.52,0.0
20201106:1710,0.0,0.0,0.0,6.41,3.72,0.0
20201106:1810,0.0,0.0,0.0,5.87,3.93,0.0
20201106:1910,0.0,0.0,0.0,5.84,4.07,0.0
20201106:2010,0.0,0.0,0.0,5.81,4.0,0.0
20201106:2110,0.0,0.0,0.0,6.03,3.93,0.0
20201106:2210,0.0,0.0,0.0,6.44,3.66,0.0
20201106:2310,0.0,0.0,0.0,6.82,3.45,0.0
20201107:0010,0.0,0.0,0.0,7.11,3.24,0.0
20201107:0110,0.0,0.0,0.0,7.33,3.24,0.0
20201107:0210,0.0,0.0,0.0,7.67,3.24,0.0
20201107:0310,0.0,0.0,0.0,7.99,3.31,0.0
20201107:0410,0.0,0.0,0.0,8.28,3.31,0.0
20201107:0510,0.0,0.0,0.0,8.47,3.17,0.0
20201107:0610,0.0,0.0,0.0,8.51,3.1,0.0
20201107:0710,533.2,46.06,3.87,8.81,3.72,0.0
20201107:0810,5297.2,316.37,11.35,10.31,3.66,0.0
20201107:0910,10030.8,597.84,17.33,12.34,3.31,0.0
20201107:1010,11365.8,691.72,21.35,14.32,2.69,0.0
20201107:1110,13147.6,815.54,22.98,15.79,2.62,0.0
20201107:1210,12418.0,770.35,22.06,16.59,2.55,0.0
20201107:1310,10498.6,646.56,18.69,16.8,2.34,0.0
20201107:1410,7041.6,432.4,13.22,16.4,2.07,0.0
20201107:1510,1777.0,124.16,6.11,15.27,2.21,0.0
20201107:1610,0.0,0.0,0.0,13.26,2.62,0.0
